pot_or_sample,host_genotype,MAG746A,MAG215,MAG243A,MAG221,MAG420,MAG201,MAG539,MAG199,MAG242,MAG230,MAG177,MAG204,MAG33,MAG182,MAG749B,MAG286,MAG24,MAG18,MAG176B,MAG16,MAG313,MAG21,MAG191,MAG157,MAG192D,MAG154,MAG27,MAG121,MAG540,MAG248,MAG88,MAG245,MAG258,MAG220,MAG278,MAG282,MAG10,MAG146,MAG144B,MAG123,MAG714A,MAG259,MAG533,MAG62,MAG225,MAG722B,MAG148B,MAG358,MAG184,MAG169,MAG761A,MAG158B,MAG320,MAG322,MAG325,MAG384,MAG34,MAG406,MAG342,MAG373,MAG386,MAG40,MAG41,MAG417,MAG42,MAG145,MAG48,MAG5,MAG513,MAG31,MAG514,MAG523,MAG530,MAG65,MAG66,MAG701B,MAG200,MAG726A,MAG726B,MAG73,MAG733A,MAG739A,MAG746B,MAG748A,MAG749C,MAG755A,MAG183,MAG97
63,HM107,0.00785662,0.00477363,0.00623348,0.0034296,0.0161751,0.0188259,0.00522348,0.0328685,0.0025714,0.00441957,0.0033301,0.00674585,0.00362562,0.00887413,0.0041,0.0117966,0.00390389,0.0181486,0.0245218,0.00320369,0.00934335,0.00396606,0.00326846,0.0202756,0.00254394,0.00483014,0.00277133,0.00153366,0.00523849,0.0216584,0.0175448,0.0146544,0.0195617,0.024503,0.0237957,0.0073441,0.00160531,0.0175291,0.0114794,0.0223479,0.0171303,0.00664939,0.00829491,0.00606233,0.00359769,0.0239197,0.00738737,0.0072498,0.00682115,0.00975416,0.0096873,0.00393336,0.0262239,0.0236866,0.0106546,0.011566,0.0147836,0.0115424,0.00723983,0.0130933,0.00782508,0.0122787,0.00996592,0.0169327,0.0173985,0.00676152,0.0100631,0.0269005,0.00867003,0.00755931,0.0117458,0.0100124,0.00938877,0.00734313,0.00633269,0.0280834,0.00753026,0.0225296,0.0136807,0.00975269,0.00538331,0.017213,0.00573124,0.0106213,0.0202914,0.0253626,0.00383075,0.00511162
64,HM082,0.0121321,0.00437865,0.00448763,0.000982756,0.0135073,0.0181705,0.00379669,0.012789,0.00648699,0.00511088,0.00535937,0.00226425,0.000923839,0.00706399,0.00872074,0.00375873,0.00397271,0.0447568,0.0263556,0.00242171,0.00596878,0.0028695,0.00650646,0.0234556,0.00259819,0.00404463,0.00213797,0.00194471,0.00288493,0.00540553,0.0137869,0.00748308,0.0137149,0.0151541,0.0157043,0.00344882,0.00117963,0.0211962,0.00602961,0.00855262,0.0128842,0.0057906,0.0112382,0.00560506,0.00335392,0.0257197,0.0150779,0.00848735,0.00580254,0.0075411,0.0124182,0.00308631,0.028172,0.0725124,0.0091397,0.000798836,0.0141746,0.00599291,0.0102283,0.0290709,0.00834548,0.0201393,0.0494873,0.0126775,0.0162564,0.00261841,0.0168217,0.00712079,0.0112049,0.0127619,0.0206664,0.00349704,0.000806144,0.00253391,0.0048087,0.0139055,0.00810981,0.0116661,0.0233498,0.00370317,0.00418071,0.029957,0.00843239,0.0102493,0.0180045,0.0265897,0.00578831,0.00771637
65,HM041,0.0150331,0.00312783,0.0110355,0.000806017,0.0132962,0.0272418,0.00154258,0.00644823,0.0025831,0.00421925,0.00446694,0.00438214,0.000158044,0.00135372,0.0121692,0.00627211,0.00163,0.0199857,0.0258348,0.0015179,0.0112183,0.00325467,0.00274239,0.0268368,0.00263348,0.00415114,0,0.000155902,0.00915705,0.00487252,0.0274779,0.0127513,0.0103316,0.000446295,0.0505701,0.00420593,0.00122363,0.0184005,0.00550976,0.0115895,0.0129865,0.00390776,0.0126325,0.00504831,0.00252194,0.0342017,0.0257959,0.00310981,0.00461259,0.00685814,0.0101077,0.00427541,0.0236998,0.0456323,0.0173589,0.00225018,0.0391151,0.00420258,0.0109475,0.0235187,0.0157803,0.00272671,0.0180662,0.000893934,0.0264826,0.003909,0.0153347,0.00406755,0.0117594,0.0100909,0.0277741,0.00883773,0.00155585,0.000285187,0.00334779,0.0196032,0.00137028,0.0114905,0.00930947,0.0115566,0.00842853,0.0208543,0.029424,0.0228179,0.0052363,0.0333804,0.00918251,0.00301768
66,HM057,0.0210952,0.0100859,0.00511093,0.00237974,0.00805751,0.0067538,0.00265306,0.0226955,0.00264761,0.00392149,0.0225843,0.00778139,0.00644818,0.00702419,0.0187682,0.0116033,0.00461108,0.036039,0.0108729,0.00256496,0.00389731,0.00290909,0.0060294,0.014916,0.00241682,0.00860561,0.000111598,0.00337205,0.00692682,0.00716802,0.00785189,0.00730263,0.00826087,0.011364,0.00561763,0.00459559,0.00133395,0.00611454,0.00528417,0.0160209,0.0103675,0.00346176,0.00631026,0.00667908,0.0046968,0.0242001,0.0176968,0.00681766,0.00657574,0.0060953,0.0159353,0.00356462,0.0168991,0.0217528,0.0215636,0.00277213,0.00793884,0.0254711,0.00774656,0.0216128,0.00927322,0.0228018,0.0847812,0.0115015,0.00742845,0.00383454,0.0165116,0.00307972,0.00661765,0.010557,0.00878036,0.00726469,0.00236474,0.0330577,0.00802766,0.0170911,0.00828879,0.00710319,0.0115696,0.00831388,0.0113802,0.0288676,0.0294446,0.00614084,0.0312314,0.0134882,0.00573781,0.00350618
67,HM013,0.015664,0.0158202,0.00452343,0.00107978,0.00791732,0.0137679,0.0122921,0.0172005,0.00364157,0.00830762,0.0319671,0.00969599,0.000671711,0.00414869,0.00505466,0.00187128,0.00332354,0.00177954,0.0265058,0.00425454,0.00392683,0.00350871,0.0423849,0.0257118,0.00290969,0.00524218,0,0.00290406,0.00445415,0.0114406,0.012552,0.014618,0.00798174,0.0294263,0.0259147,0.00600466,0.00138025,0.0226719,0.00479965,0.00519098,0.00738329,0.00473411,0.00704431,0.00624622,0.00440608,0.0126931,0.0070404,0.00274814,0.0044105,0.00516776,0.00755648,0.00450907,0.0331789,0.055505,0.00615272,0.000552529,0.0134148,0.0400965,0.0117384,0.0260278,0.0164565,0.017044,0.0418324,0.00798922,0.0136057,0.00197815,0.0116445,0.00903813,0.00720133,0.0102472,0.00959581,0.00400709,0.000523909,0.0024224,0.0081563,0.0192673,0.00410833,0.00742567,0.00918012,0.00436747,0.00694741,0.0209784,0.0104418,0.00844104,0.0184643,0.0199968,0.00286816,0.0226539
68,HM316,0.00912739,0.00324807,0.00498954,0.00209788,0.0102229,0.0222616,0.00583946,0.0149847,0.00285568,0.00456661,0.0177696,0.00662453,0.000482086,0.00672004,0.00511567,0.00224878,0.0041781,0.0212668,0.0134061,0.0117205,0.00970632,0.00310343,0.0147331,0.0286018,0.00255306,0.00442124,0.000100923,0.00834152,0.0123652,0.0113726,0.0192404,0.00618487,0.00818626,0.00387594,0.00871765,0.0057023,0.00185105,0.0071751,0.00617589,0.0338014,0.0108635,0.00643346,0.00786277,0.00708155,0.00486082,0.044021,0.012298,0.00403722,0.00779334,0.0102473,0.0111549,0.0039067,0.0168141,0.0154966,0.0161987,0.00805218,0.0208478,0.00981016,0.0117775,0.0105047,0.027924,0.032058,0.0150733,0.000719698,0.0204313,0.0023775,0.0151697,0.00705168,0.00756663,0.0059026,0.0111715,0.0173021,0.00509185,0.000688473,0.00632808,0.0232666,0.00938443,0.0184155,0.0288172,0.0170648,0.0219558,0.0253808,0.00362475,0.0087596,0.0188192,0.027121,0.0039934,0.0125422
69,HM021,0.0137101,0.0221779,0.00520005,0.00180188,0.00851248,0.0155244,0.00170317,0.0157484,0.00199728,0.00499759,0.00286721,0.0067761,0.00342299,0.00135642,0.00578701,0.00398443,0.00172379,0.0040122,0.0665608,0.00139559,0.00616933,0.00282392,0.00565418,0.01236,0.00275142,0.00475906,0.000157745,0.00256952,0.00529585,0.00463202,0.0160761,0.0069551,0.00890838,0.00796963,0.0170826,0.00420936,0.00157598,0.0170338,0.0067455,0.0105962,0.0195157,0.00628253,0.00759589,0.00439037,0.00336632,0.0454894,0.0361354,0.00171828,0.00429802,0.0119899,0.00839822,0.0047051,0.0261274,0.0363251,0.0105896,0.00103102,0.0172475,0.0166779,0.0120779,0.0442964,0.0249114,0.0102896,0.0331035,0.012263,0.0188307,0.00343857,0.00839869,0.0122836,0.00796339,0.00551252,0.0088024,0.00213333,0.000997163,0.0119967,0.0130483,0.014379,0.00130582,0.0150761,0.0138024,0.00236755,0.0122824,0.0240888,0.0057138,0.0110818,0.0332624,0.0245197,0.0121793,0.00412464
70,HM087,0.0088634,0.00188451,0.00315764,0.000986564,0.00548426,0.0126654,0.00290566,0.0228856,0.00214375,0.00383475,0.0205934,0.00587678,0.000260716,0.00358816,0.0132319,0.00195479,0.00243234,0.0162103,0.0536444,0.00242572,0.0021603,0.00193059,0.00808418,0.0522248,0.00197726,0.00363418,0.000137795,0.000198816,0.00282014,0.00114426,0.011717,0.00594419,0.0100442,0.0167439,0.0144924,0.00290182,0.000734744,0.00398007,0.00290095,0.00902712,0.00773384,0.00248112,0.00503954,0.00730504,0.00362237,0.0274193,0.00660871,0.0120316,0.00459238,0.00236656,0.0128901,0.00226281,0.00717392,0.0694294,0.00641977,0.00426475,0.0141012,0.0117827,0.00285102,0.00691946,0.00404628,0.0312818,0.0638538,0.0211873,0.0196039,0.00210329,0.0170486,0.00426275,0.00445313,0.00831333,0.00524742,0.0158876,0.007947,0.000411095,0.00541352,0.0443585,0.00435856,0.0105829,0.0339556,0.0140863,0.00303003,0.0550521,0.0219294,0.00698786,0.00404519,0.0154457,0.0148024,0.0051803
71,HM195,0.0127793,0.00838362,0.00693945,0.0110299,0.00790594,0.00797989,0.00839641,0.0382927,0.00536424,0.00659196,0.0141592,0.00390928,0.000576731,0.00283615,0.00560723,0.00425372,0.00201168,0.00279205,0.00980002,0.00430928,0.0170729,0.00317187,0.0095772,0.0123923,0.00257488,0.00689702,0.00371375,0.000848068,0.0101201,0.0233184,0.00708017,0.018887,0.00595276,0.0038057,0.0317335,0.00849404,0.00208953,0.0143187,0.00757699,0.0223216,0.00675194,0.00540703,0.00471123,0.0196005,0.00538846,0.0159656,0.00250472,0.0165439,0.0102935,0.0122863,0.012985,0.00484022,0.00956189,0.0328496,0.0203298,0.0097791,0.00700448,0.0285574,0.0157001,0.00863058,0.0200965,0.0183719,0.0398409,0.00511473,0.0116146,0.00601247,0.026097,0.0105363,0.0051027,0.00371772,0.00679797,0.00216715,0.0150847,0.000743819,0.00459603,0.0458609,0.00248447,0.00724043,0.0221009,0.0020158,0.00635104,0.0365894,0.00934803,0.0273599,0.0107872,0.0178146,0.00424473,0.00635167
72,HM164,0.0035432,0.00270453,0.00297539,0,0.00764138,0.0227727,0.00337759,0.0345156,0.00379056,0.00456619,0.00935192,0.00320959,0,0.0100314,0.00330654,0.00993824,0.00353958,0.00648513,0.0109185,0.00324538,0.0050246,0.00756831,0.0154544,0.0106631,0.00233928,0.00462444,0.000136286,0,0.00981563,0.0123367,0.0537371,0.00691763,0.0153609,0.021408,0.00705234,0.00521128,0.00177819,0.00585178,0.00500099,0.044099,0.0174637,0.00532095,0.0083125,0.00578221,0.00406626,0.0420115,0.000186121,0.0100949,0.0174472,0.00772185,0.0205461,0.00285609,0.013307,0.00831092,0.00617878,0,0.0193113,0.0101346,0.00544485,0.0336546,0.00875369,0.0196167,0.0741288,0.0192718,0.0295909,0.00380765,0.0160544,0.00449096,0.0073981,0.00139908,0.00959588,0.005198,0,0,0.0237446,0.0283125,0.00787538,0.0135793,0.0228061,0.00557214,0.00388715,0.0354531,0.00195412,0.0140819,0.00792712,0.00432782,0.0044433,0.00828439
73,HM015,0.0177963,0.0300722,0.00624486,0,0.00666333,0.0125664,0.00224638,0.00384033,0.00232402,0.00468247,0.00372945,0.0130564,0,0.00200474,0.0129211,0.00168657,0.00176982,0.00172141,0.00691854,0.00205217,0.00890774,0.00280302,0.00392618,0.00645644,0.00229244,0.00458656,0.0188099,0,0.00440999,0.0016009,0.0107318,0.00619525,0.00587634,0.0380103,0.0124264,0.00502642,0.00205371,0.00619623,0.00965966,0.0207253,0.0160423,0.00458233,0.00600545,0.0070348,0.00396391,0.0568901,0.00025731,0.0036026,0.0206328,0.0223896,0.0113215,0.00331796,0.0249664,0.0444323,0.00585977,0,0.016154,0.0648673,0.00818229,0.0133708,0.0228421,0.0656253,0.0178728,0.000458637,0.0143462,0.00181693,0.0330151,0.00308856,0.00632448,0.00198707,0.00716925,0.00174354,0,0.000127894,0.00360692,0.024148,0.0020149,0.00890594,0.0409627,0.00170132,0.00576071,0.0406966,0.0105351,0.00731609,0.00886728,0.0213062,0.00467919,0.00621682
74,HM176,0.028053,0.00423357,0.0106665,0.00189646,0.00611807,0.00724375,0.00174205,0.0559516,0.00171973,0.00721007,0.0129093,0.00332232,0.00338293,0.00447882,0.00625375,0.00201195,0.0050246,0.00937154,0.0308979,0.00149323,0.00381851,0.00314227,0.00501018,0.0120459,0.00331594,0.00596034,0.000171163,0.00656521,0.0086049,0.00667118,0.00696942,0.0084511,0.00551645,0.0052803,0.111039,0.00525036,0.00124918,0.00368454,0.0114986,0.0143689,0.0102238,0.00432643,0.00677457,0.00689233,0.00525722,0.0244868,0.00648293,0.00203635,0.00788338,0.00682211,0.00991057,0.00535975,0.0174391,0.0473356,0.00848099,0.00177222,0.00754456,0.0180824,0.00986998,0.0147331,0.0155968,0.00763139,0.0192415,0.000473868,0.00853303,0.00168496,0.0274275,0.00275137,0.00676924,0.0103177,0.0153813,0.00544064,0.00161838,0.00764376,0.00394339,0.00825762,0.0051071,0.00947046,0.0121532,0.00609406,0.0081084,0.012393,0.0829761,0.0108983,0.0137984,0.0273367,0.00495941,0.00968326
75,HM278,0.00827544,0.0040468,0.00631161,0.00232459,0.0114755,0.00209934,0.00273715,0.099277,0.00169789,0.00986395,0.00780463,0.00689137,0.00339119,0.00743702,0.00318847,0.00180633,0.00568378,0.00793415,0.0221382,0.0023765,0.00494019,0.00319402,0.00624824,0.0118813,0.00288208,0.00703945,0,0.0087886,0.00565209,0.0241305,0.00243932,0.0343944,0.0120465,0.0116184,0.0370971,0.0105234,0.00135338,0.0080756,0.0110942,0.0156548,0.00968886,0.00457735,0.00668027,0.00378404,0.00348208,0.034862,0.0107872,0.00251291,0.00898104,0.00528672,0.00700184,0.00474287,0.0151981,0.0204187,0.00435848,0.00406458,0.00169886,0.0231847,0.00938037,0.0128209,0.0105324,0.00604004,0.0155389,0.000909908,0.00235315,0.00217415,0.0150354,0.00723843,0.00705872,0.00447386,0.00987261,0.00861809,0.00356048,0.0118815,0.00725674,0.0208846,0.0119433,0.0244355,0.0144051,0.0106591,0.00739824,0.0261292,0.0128271,0.0622868,0.0186439,0.0373136,0.00287264,0.00833007
76,HM145,0.0137476,0.0311984,0.00613639,0.00146513,0.0112987,0.0114799,0.00501104,0.0637412,0.00301171,0.00467268,0.00450737,0.00451224,0.00250961,0.0083752,0.00495809,0.0139169,0.00638842,0.0113682,0.0135479,0.00329914,0.00736989,0.00390668,0.00475132,0.0211521,0.0032015,0.00545816,0.0036001,0.003502,0.0102061,0.0114622,0.00844354,0.0200203,0.0115122,0.00912989,0.0278415,0.0104915,0.00244858,0.00884822,0.00756993,0.0235537,0.0157792,0.00538253,0.00890018,0.00506579,0.00507285,0.0130016,0.00410023,0.00523359,0.0111483,0.0109326,0.00512439,0.00574772,0.0138942,0.0200201,0.00396301,0.00287441,0.00883982,0.0108143,0.02256,0.0144146,0.0223161,0.0147282,0.0346333,0.000772228,0.00962523,0.0115796,0.0115647,0.0177594,0.00909279,0.0181457,0.0199056,0.0072038,0.00225806,0.00854222,0.00605218,0.0100324,0.0132484,0.00956255,0.0207738,0.00703987,0.0165144,0.00590744,0.0185016,0.0140516,0.0415169,0.0117802,0.00936713,0.00503972
77,HM295,0.00465209,0.00245939,0.015849,0.00196426,0.0100836,0.00621468,0.00544181,0.0214536,0.00229539,0.00350588,0.0073015,0.0059038,0.0030951,0.00523837,0.00971577,0.00727237,0.00635202,0.00694458,0.0259331,0.00405856,0.00660286,0.00965265,0.0434656,0.0175119,0.00274661,0.00403096,0.00198792,0.00262263,0.00339441,0.00348903,0.00641043,0.00786683,0.00820582,0.00169494,0.00255168,0.00446764,0.0023209,0.0026515,0.00476361,0.00723318,0.0139265,0.00799455,0.0100752,0.00596715,0.00307069,0.0734896,0.000889872,0.0324115,0.00781634,0.00608089,0.0128372,0.00276806,0.020371,0.000384363,0.00846314,0.0287543,0.0100403,0.021166,0.00427254,0.0221961,0.00711454,0.00374484,0.0649014,0.0422512,0.00622352,0.00363113,0.0224828,0.00997438,0.00841652,0.00125099,0.0118061,0.0087626,0.0148769,0.0064035,0.00515449,0.0348981,0.00519432,0.0178203,0.0246006,0.0100553,0.00985646,0.0394222,0.00517308,0.0039721,0.00936525,0.0125241,0.0048032,0.0129387
78,HM181,0.0142238,0.00327292,0.00640332,0.00449351,0.00383169,0.0114499,0.00817757,0.0146458,0.00779728,0.00470918,0.00913356,0.0095016,0.0101972,0.00344244,0.00729173,0.0115521,0.00243135,0.00734339,0.0207575,0.00428523,0.00675458,0.00282095,0.0107439,0.00538494,0.00668271,0.00797735,0.00148764,0.0193136,0.00561435,0.00840232,0.0133911,0.00966733,0.00516554,0.00712527,0.0036675,0.00635719,0.00141446,0.0141064,0.0106835,0.0218397,0.00977086,0.00454154,0.00367482,0.00420696,0.00415041,0.0156721,0.015056,0.0254417,0.0076398,0.0125079,0.00814379,0.00353563,0.0100089,0.0539149,0.00691581,0.00686133,0.00741683,0.00539862,0.0086449,0.00884291,0.0170533,0.0312106,0.034292,0.0184392,0.0122564,0.00434999,0.0483213,0.0140059,0.00369308,0.01202,0.00559441,0.005639,0.00783724,0.0643322,0.00937098,0.0139641,0.00345857,0.0103895,0.0116346,0.00491314,0.00779014,0.0103721,0.0192695,0.00548212,0.0318112,0.0180564,0.00485082,0.0137053
79,HM109,0.0332058,0.035375,0.0193843,0.00288842,0.00627119,0.0098396,0.00217554,0.0183112,0.00216353,0.00772283,0.00945596,0.0111617,0.0075617,0.00186107,0.00894022,0.0139833,0.0020313,0.013514,0.0136026,0.00189193,0.0102115,0.00547413,0.00885457,0.00693672,0.00329927,0.0163855,0,0.00593243,0.0161519,0.0095397,0.020026,0.00578059,0.00964909,0.030038,0.0734559,0.00636378,0.00246023,0.0224209,0.0139784,0.00885972,0.0190661,0.00580995,0.00592782,0.00438984,0.0047499,0.0242745,0.0159723,0.00202255,0.00869509,0.0155173,0.00432842,0.00667302,0.018787,0.00428952,0.00310361,0.0222094,0.00752002,0.018111,0.015114,0.0105484,0.0190265,0.0161071,0.0102349,0.000477007,0.0126823,0.00302131,0.0115727,0.00816681,0.00590183,0.00837432,0.0113253,0.00310034,0.0168202,0.00463816,0.0143662,0.0290027,0.00168647,0.00899999,0.00504481,0.00330141,0.0210848,0.00511792,0.0246202,0.00575594,0.0089117,0.0100707,0.00308461,0.0132346
80,HM036,0.0148417,0.0082957,0.00631657,0.00176374,0.0103151,0.0120544,0.00554865,0.00393517,0.00161113,0.00482036,0.0158679,0.0129709,0.00420992,0.00268653,0.00354369,0.00188983,0.00245482,0.024753,0.0226274,0.00277576,0.00387934,0.00271614,0.0124095,0.0102035,0.00269651,0.00632746,0.0019847,0.000457145,0.00632503,0.0114163,0.0138482,0.0178277,0.00778995,0.00455344,0.136046,0.00791291,0.0015208,0.0137564,0.00454525,0.00808571,0.00919498,0.00595349,0.0102785,0.00319574,0.00361236,0.0225083,0.00488799,0.00610686,0.00817294,0.00618448,0.00594753,0.00567236,0.0171362,0.112446,0.00425532,0.00285957,0.0134349,0.0197798,0.0101148,0.0120409,0.0103802,0.00489364,0.0171468,0.00197545,0.0150018,0.00201361,0.00602891,0.00709344,0.00679537,0.00262317,0.00801627,0.00776161,0.00242063,0.0273263,0.00955344,0.00972942,0.00214662,0.00767309,0.00618235,0.00673405,0.00864499,0.0219836,0.0339554,0.0172221,0.00885438,0.00777573,0.00337867,0.0153221
81,HM073,0.00481882,0.00212442,0.00506248,0.00291946,0.00817265,0.00648067,0.00180304,0.0176216,0.00441487,0.0165029,0.00400501,0.00166839,0.000555718,0.00935045,0.002399,0.00247642,0.00410497,0.00355909,0.00935429,0.00142132,0.028431,0.00236564,0.00997544,0.0124508,0.0036239,0.00375817,0.0123088,0.00562502,0.00371636,0.00409767,0.00729483,0.0116339,0.00607268,0.00270539,0.0213018,0.00679136,0.00255116,0.00910869,0.00522756,0.0157142,0.011467,0.00476358,0.0049058,0.00539939,0.00465551,0.00914937,0.0161687,0.00147505,0.00555034,0.0184856,0.0220135,0.00405696,0.0103871,0.18234,0.0101933,0.018626,0.00583573,0.00482405,0.0173863,0.00622961,0.0213257,0.0346673,0.0103874,0.00634952,0.00828221,0.00286356,0.0029581,0.0110682,0.00491038,0.00148493,0.00813852,0.00136947,0.0107561,0.000770637,0.0225063,0.0272804,0.009198,0.00920659,0.0093078,0.00147951,0.00791289,0.0177394,0.00681457,0.00714723,0.0794156,0.0143679,0.00400816,0.0108003
82,HM095,0.0500588,0.00376823,0.0103251,0.00214548,0.0070984,0.0242173,0.0033126,0.0102819,0.00369066,0.00369181,0.00858995,0.00325617,0.00228968,0.00533164,0.00980444,0.00347347,0.00844196,0.0158739,0.00520843,0.00264887,0.00786429,0.0109602,0.0280621,0.012144,0.00267854,0.00399358,0.000151935,0.00217852,0.00397181,0.00844739,0.0213493,0.0112279,0.00519888,0.00345366,0.0312161,0.011217,0.00160066,0.0149214,0.00926584,0.00623351,0.00967197,0.00696549,0.0103952,0.00383381,0.00312415,0.0101523,0.0138993,0.0133787,0.0103109,0.0155192,0.00769843,0.00402144,0.0191048,0.129653,0.00829417,0.00432797,0.0309064,0.0117982,0.00806113,0.0138793,0.00731606,0.00525944,0.016462,0.00556174,0.0217644,0.00377605,0.0245386,0.011075,0.00674541,0.00775729,0.00936878,0.0039195,0.00301515,0.00641314,0.00630258,0.0295105,0.00513008,0.00678531,0.0104443,0.00443362,0.00791402,0.0148777,0.0182017,0.00596541,0.0114557,0.0101524,0.00434424,0.0168684
83,HM202,0.00236084,0.00223802,0.00543612,0.000146429,0.00763414,0.0111666,0.0492472,0.012318,0.00277971,0.00506976,0.0296,0.00448313,0,0.00172101,0.00421024,0.00203464,0.00152123,0.00143885,0.02408,0.00944648,0.0398017,0.00423512,0.0119607,0.0160587,0.0024471,0.00401029,0.0152646,0,0.00332489,0.00192401,0.0118448,0.00403747,0.00681802,0.00480292,0.00218152,0.0193064,0.00203585,0.00264478,0.0040153,0.0129626,0.00660962,0.0195939,0.00705549,0.00455381,0.00374913,0.0186406,0.00686331,0.0035618,0.00432756,0.0328042,0.00792611,0.00230913,0.0219219,0.00962912,0.00314745,0.000114615,0.0073092,0.00368791,0.00632361,0.0471132,0.00282362,0.00231891,0.0502724,0.000468752,0.0100021,0.00202446,0.0200656,0.00479768,0.00736427,0.00915375,0.0098435,0.0066063,0.000140912,0.00014479,0.0190877,0.0523913,0.00161779,0.00899705,0.0251521,0.00820037,0.00262687,0.00467741,0.0018744,0.00512784,0.0147308,0.134488,0.00298885,0.0281622
84,HM086,0.00988708,0.0159955,0.00793167,0.00099442,0.00494595,0.0135468,0.00773902,0.0230224,0.00332465,0.00642721,0.0056467,0.00591152,0.00457788,0.008087,0.00604078,0.0115845,0.00550447,0.00935415,0.0260157,0.0038186,0.00789559,0.00421598,0.00682431,0.016196,0.00728865,0.00587011,0.000133002,0.000260203,0.00550829,0.00408941,0.0127188,0.00684802,0.00592209,0.0289157,0.0325274,0.00470138,0.00270457,0.0531421,0.00638896,0.00701521,0.00645392,0.00537209,0.00520304,0.00333391,0.00451321,0.0293115,0.026126,0.00615732,0.00647708,0.012591,0.00497474,0.00456342,0.0188768,0.0581215,0.00298597,0.00075559,0.0135901,0.029079,0.0123163,0.0111248,0.00992795,0.0190678,0.0342726,0.00294723,0.0141856,0.00384498,0.0349373,0.0195374,0.00491066,0.00604476,0.00677294,0.00479889,0.000716531,0.00224571,0.00727707,0.0111569,0.0101258,0.0070718,0.0188021,0.00514729,0.00608565,0.0110124,0.0191787,0.0122873,0.0135731,0.0361222,0.00355429,0.012946
85,HM071,0.0118346,0.0309135,0.0243024,0.00420014,0.00548504,0.00217599,0.0030326,0.0274764,0.00421329,0.00557996,0.00785009,0.00630534,0.00962804,0.00729547,0.0104913,0.00569664,0.00518205,0.0215995,0.0121776,0.00262104,0.0221222,0.00457988,0.00918087,0.0323234,0.00496921,0.00864821,0.00155295,0.00242108,0.0118578,0.00656605,0.00237381,0.00931828,0.00702293,0.00643034,0.00402284,0.0142069,0.0111889,0.0153001,0.00816913,0.0111555,0.014168,0.00688636,0.00495421,0.00599041,0.00428462,0.0245127,0.00287932,0.00272493,0.00751866,0.0184485,0.00628679,0.0049713,0.0108705,0.0449295,0.00571483,0.00894698,0.00277684,0.0129413,0.00900287,0.010487,0.00836161,0.00601331,0.0333747,0.00134362,0.0023513,0.00470859,0.0221152,0.0110159,0.00507529,0.00348427,0.00795554,0.00479086,0.00766259,0.0233028,0.00876903,0.00995972,0.00760813,0.00707103,0.0104554,0.005237,0.0099484,0.0204602,0.00378296,0.00943134,0.0261009,0.104212,0.00448828,0.0201534
86,HM003,0.00763325,0.00757579,0.00465379,0.00122778,0.00797878,0.0229779,0.00228746,0.0059934,0.00606789,0.00466636,0.0106129,0.0236727,0.00167252,0.00298572,0.00362026,0.00367675,0.00243397,0.024474,0.0123692,0.00218295,0.0146019,0.00258519,0.00249853,0.00752129,0.00244267,0.0044559,0.000103684,0.000281803,0.00761418,0.00993484,0.0237337,0.0310734,0.0191061,0.00592438,0.00900717,0.0100254,0.00220435,0.00413036,0.00841804,0.00882868,0.0100935,0.00582068,0.00725244,0.00492528,0.00354897,0.041172,0.0412301,0.00407959,0.0089062,0.0171982,0.00751822,0.00407484,0.010846,0.0540183,0.00565383,0.000963679,0.0307754,0.00528245,0.0095985,0.0131107,0.0140111,0.0345314,0.0120338,0.00686059,0.0211978,0.00295634,0.00791317,0.0030475,0.0075112,0.00241075,0.0138115,0.0117134,0.000847311,0.00699788,0.00416951,0.0570908,0.00288975,0.0202315,0.013475,0.0111985,0.00451097,0.0212821,0.0213727,0.0364271,0.017331,0.0178999,0.00369154,0.003262
87,HM308,0.00986821,0.00347346,0.00393087,0.00355211,0.00510432,0.00967713,0.0128402,0.00740854,0.00290993,0.0050098,0.00747646,0.00446215,0.0056871,0.00268742,0.00778008,0.00347867,0.00214748,0.0263754,0.0213665,0.00424771,0.0101389,0.00299586,0.0118587,0.0297734,0.00283248,0.00400628,0,0.0239892,0.00432835,0.0118195,0.0127964,0.00519499,0.0108326,0.0047698,0.0268756,0.00413985,0.00222852,0.026434,0.00515295,0.0244346,0.00731429,0.00483561,0.00486104,0.0070168,0.00434337,0.0483649,0.0156208,0.00703484,0.00608332,0.0163422,0.0119334,0.00325037,0.010634,0.0631743,0.00901026,0.00203389,0.0120176,0.0111017,0.0100736,0.013548,0.00693478,0.0472868,0.0213002,0.0138669,0.0132221,0.00234708,0.010186,0.00972741,0.00474854,0.0212615,0.00610453,0.00279055,0.00212556,0.0270043,0.00542994,0.0291946,0.00303168,0.00876235,0.014892,0.00295015,0.00517931,0.0275674,0.0115898,0.00718196,0.00576399,0.0319287,0.00496418,0.00997761
