pot_or_sample,host_genotype,MAG746A,MAG215,MAG243A,MAG221,MAG420,MAG201,MAG539,MAG199,MAG242,MAG230,MAG177,MAG204,MAG33,MAG182,MAG749B,MAG286,MAG24,MAG18,MAG176B,MAG16,MAG313,MAG21,MAG191,MAG157,MAG192D,MAG154,MAG27,MAG121,MAG540,MAG248,MAG88,MAG245,MAG258,MAG220,MAG278,MAG282,MAG10,MAG146,MAG144B,MAG123,MAG714A,MAG259,MAG533,MAG62,MAG225,MAG722B,MAG148B,MAG358,MAG184,MAG169,MAG761A,MAG158B,MAG320,MAG322,MAG325,MAG384,MAG34,MAG406,MAG342,MAG373,MAG386,MAG40,MAG41,MAG417,MAG42,MAG145,MAG48,MAG5,MAG513,MAG31,MAG514,MAG523,MAG530,MAG65,MAG66,MAG701B,MAG200,MAG726A,MAG726B,MAG73,MAG733A,MAG739A,MAG746B,MAG748A,MAG749C,MAG755A,MAG183,MAG97
88,HM185,0.0153911,0.00465531,0.0139298,0.000399465,0.00354484,0.0123886,0.0140453,0.0105694,0.00363014,0.00504539,0.00746483,0.00538451,0.00117284,0.0119568,0.00395654,0.0201269,0.00568957,0.000299741,0.00547702,0.00619652,0.00918333,0.00493083,0.00302902,0.00741376,0.00339677,0.00505917,0,0.000165955,0.00554507,0.0203172,0.0154716,0.0116937,0.00687953,0.00165056,0.0226025,0.0135804,0.0245779,0.0166576,0.00787166,0.0170329,0.00551412,0.00590569,0.00276346,0.00356749,0.00707111,0.00974438,0.00129989,0.00845676,0.00661589,0.0169172,0.00700195,0.0085231,0.00700513,0.047905,0.00293399,0.0003618,0.0173109,0.0133178,0.00735894,0.0045652,0.00622791,0.0756128,0.0123266,0.00324353,0.0185949,0.00618488,0.0147432,0.0124499,0.00291982,0.016408,0.00444586,0.0282354,0.000425867,0.00460045,0.0163291,0.0231973,0.0120076,0.00826235,0.00956855,0.0317049,0.00626746,0.0168416,0.00797643,0.0278194,0.0429147,0.0519242,0.00248294,0.00376041
89,HM160,0.0275959,0.00256056,0.00495452,0.00155093,0.00967664,0.0176473,0.00989627,0.0109405,0.00297917,0.00447096,0.0256544,0.00407729,0.00475678,0.004973,0.0118754,0.0263408,0.00286946,0.00909756,0.0339159,0.00456278,0.00395164,0.0042768,0.0174948,0.0182229,0.00242079,0.00421546,0.000348324,0.00044625,0.0046365,0.0216884,0.0182098,0.00504372,0.00803854,0.00641658,0.0250935,0.00473596,0.00209723,0.00283127,0.00563549,0.0164415,0.0125526,0.00546911,0.0105222,0.00971193,0.00570263,0.0335705,0.0108972,0.00787046,0.00620947,0.00529589,0.010629,0.00417913,0.0115184,0.0401874,0.00714643,0.00116276,0.0176429,0.00833517,0.00871247,0.0219523,0.0111337,0.0319151,0.0417829,0.00513375,0.0227561,0.00693711,0.0217008,0.00768368,0.00795223,0.0020548,0.0118425,0.00481796,0.00121552,0.0225,0.0128487,0.0216218,0.00386095,0.0126447,0.0153133,0.00484293,0.0056815,0.0367651,0.00578437,0.00693274,0.0160687,0.0110093,0.00610604,0.00918399
90,HM289,0.0112892,0.010496,0.01331,0.00986114,0.00852407,0.0270266,0.00170667,0.0284748,0.00239957,0.00305971,0.00542391,0.00415304,0.00133397,0.00151572,0.00790919,0.00156948,0.00175887,0.0211006,0.00915218,0.00168116,0.00364345,0.0031746,0.00493119,0.0105127,0.00241341,0.00505242,0.00778656,0.000882508,0.00360078,0.00836192,0.0296476,0.0038919,0.00679426,0.0359701,0.0472812,0.00407057,0.00626158,0.00356041,0.00553192,0.00402479,0.0123533,0.00353254,0.00828525,0.00517418,0.00267362,0.0314894,0.030633,0.00458372,0.00394976,0.00422971,0.0137789,0.00480839,0.0288257,0.0679791,0.00741823,0.0132866,0.0284628,0.00275432,0.0180763,0.0386963,0.0218996,0.00156263,0.00230111,0.00244912,0.0265519,0.00193258,0.00509628,0.00657957,0.00855719,0.00492625,0.0102822,0.0240779,0.0120233,0.00193038,0.00635759,0.012539,0.00165242,0.00763113,0.0136304,0.0297066,0.00408503,0.0260329,0.0061272,0.00414133,0.0233794,0.0165306,0.0145821,0.0033035
91,HM097,0.00900087,0.00322425,0.0180488,0.00362928,0.00358243,0.0148372,0.0025761,0.0406758,0.00177224,0.0045727,0.00291764,0.00675346,0.00886465,0.00309992,0.00216427,0.0020472,0.00226586,0.0214739,0.00462061,0.00223745,0.00269474,0.0024291,0.018979,0.0150637,0.00229692,0.00732077,0,0.0167893,0.0594489,0.00683739,0.0200629,0.0078514,0.0104408,0.00117143,0.059717,0.00447829,0.00240669,0.00636026,0.00598583,0.00846158,0.00562058,0.00469148,0.00318338,0.00238106,0.00486743,0.0117613,0.0136957,0.0031475,0.00558809,0.00376808,0.00548247,0.00622978,0.00526115,0.0472524,0.00297181,0.00202095,0.0295005,0.0199736,0.00401814,0.00840181,0.0152846,0.0552885,0.0068526,0.000599614,0.0177087,0.00259719,0.0107099,0.0023552,0.0031098,0.00235887,0.00360249,0.0237026,0.00208068,0.0603064,0.00619553,0.0156322,0.00348517,0.0049605,0.00546341,0.0364864,0.0323316,0.0188877,0.0135144,0.00509969,0.0102307,0.00566866,0.0020156,0.0264935
92,HM069,0.00976143,0.00196718,0.00578574,0.000369652,0.0064229,0.0209073,0.0077361,0.0149244,0.00261337,0.00443431,0.0027444,0.0042732,0.000234744,0.0054851,0.00326604,0.00215009,0.00272524,0.00633942,0.0175647,0.0033906,0.00439858,0.00337589,0.0329247,0.00719291,0.00282371,0.00445238,0,0,0.00694594,0.00233625,0.0150831,0.0102555,0.00769315,0.015691,0.145561,0.00545098,0.00154795,0.00386798,0.0146962,0.0426115,0.00652239,0.00563327,0.0051918,0.00379509,0.00516695,0.0213896,0.0297803,0.00639205,0.00781229,0.00486839,0.00960989,0.00584844,0.0124371,0.0344086,0.00435847,0.000320241,0.0126879,0.0106692,0.00333053,0.0159798,0.00556949,0.0169497,0.0120818,0.000629515,0.0182982,0.00228814,0.0149919,0.00344001,0.00527574,0.00448458,0.00551883,0.020597,0.000405253,0.000521165,0.0367875,0.044389,0.00516191,0.0129895,0.00767213,0.0225127,0.0070071,0.0448534,0.00861229,0.0149256,0.00584635,0.00721179,0.00341396,0.0113581
93,HM147,0.0141944,0.00257434,0.00547512,0.0029148,0.00781839,0.0105267,0.00480422,0.034644,0.00252847,0.00684351,0.0125213,0.00868896,0.00322699,0.00161279,0.00558168,0.00169081,0.00153178,0.000509603,0.050197,0.00314441,0.00225393,0.0028782,0.00238577,0.013379,0.00258945,0.00480869,0.000222471,0.0119417,0.00773749,0.00521966,0.00879713,0.00491735,0.0139606,0.00792077,0.0305759,0.00397774,0.00105422,0.0129097,0.00505235,0.00377307,0.00918386,0.0191296,0.00731903,0.00425842,0.00337605,0.044624,0.0683363,0.0104791,0.00544018,0.00258239,0.0103517,0.00353288,0.0256948,0.0323329,0.0103739,0.00143548,0.00869388,0.0164418,0.00592672,0.0280795,0.00511673,0.00948543,0.0499247,0.0172862,0.0140804,0.00177709,0.0292623,0.00907763,0.00722236,0.00211276,0.00781468,0.00546179,0.00145466,0.00911307,0.00433517,0.0204495,0.00150944,0.012846,0.0154663,0.00626257,0.00417493,0.0505932,0.0119122,0.00703379,0.00543565,0.0314991,0.0123761,0.00193943
94,HM083,0.0097584,0.00358996,0.0123619,0.000260258,0.00598216,0.0135682,0.00500261,0.00776548,0.00253193,0.00524383,0.00399172,0.00838446,0.000226637,0.00291373,0.00347337,0.0186395,0.00215661,0.0155979,0.0179574,0.00412744,0.00367027,0.00406395,0.0141043,0.0106407,0.00309266,0.00564941,0,0,0.0070563,0.0105354,0.0115641,0.00887972,0.00465494,0.0521686,0.0581002,0.00535174,0.00172047,0.0197099,0.00946828,0.0586524,0.00677004,0.00604379,0.0073306,0.00280253,0.00395929,0.0439946,0.0188286,0.051033,0.00970857,0.00483016,0.00651491,0.00585193,0.0102261,0.00247108,0.00375157,0.000142922,0.0119793,0.0131933,0.00588418,0.0120527,0.015048,0.0240118,0.0104319,0.00114648,0.0156778,0.00613874,0.0250373,0.00763614,0.00538208,0.00762094,0.00562314,0.0150746,0.000177732,0.000218306,0.00824029,0.00484113,0.00322178,0.00647274,0.0304645,0.0101995,0.00618221,0.012353,0.0145924,0.0118632,0.0123309,0.0536602,0.00285423,0.0235129
95,HM108,0.00544631,0.0129767,0.0095704,0.00290417,0.0052966,0.0132263,0.00718297,0.017837,0.00237812,0.00449132,0.00944694,0.00246759,0.00715117,0.0184339,0.00369474,0.00239677,0.00545006,0.0317996,0.0137695,0.00308476,0.00519351,0.00613306,0.0212908,0.0100941,0.00248778,0.00499632,0.00107434,0.00438555,0.00510179,0.0356063,0.0119725,0.0126119,0.00764081,0.0279334,0.0246018,0.00575808,0.00626477,0.0171422,0.00660462,0.028263,0.0101916,0.00489759,0.00541798,0.00412171,0.00456821,0.0711835,0.0154312,0.0016358,0.00713715,0.00676019,0.00888156,0.0063642,0.0168369,0.025788,0.0078759,0.00682248,0.00910267,0.0192532,0.00849862,0.0191734,0.00646286,0.0184327,0.0162254,0.000606767,0.0178625,0.00170633,0.0116096,0.00399898,0.00529824,0.00253221,0.00645671,0.0013504,0.00494879,0.0431131,0.0202476,0.0185917,0.0115024,0.00763565,0.0123209,0.00127926,0.0054176,0.0165992,0.00470132,0.0115752,0.0225143,0.0168353,0.00450338,0.0215687
96,HM058,0.0139747,0.011347,0.00602959,0.00199388,0.00905939,0.0142922,0.00996819,0.0126652,0.00843802,0.00612154,0.00506902,0.00607754,0.00247811,0.00652282,0.00776225,0.0112399,0.00394325,0.00830092,0.0162409,0.00435046,0.00665474,0.00844806,0.00888127,0.0142829,0.00466335,0.00523943,0,0.00802794,0.00473682,0.00365145,0.0151641,0.0122886,0.026209,0.00628665,0.0247934,0.00449425,0.00211853,0.0146445,0.00608911,0.0203384,0.0173509,0.00440415,0.00818505,0.00601351,0.0041241,0.0605629,0.0245939,0.00757628,0.0191126,0.0117798,0.00984014,0.00562396,0.0169759,0.0349167,0.0174622,0.00123063,0.0113814,0.0169042,0.0129115,0.0143916,0.013392,0.00982359,0.0147822,0.00426518,0.0209984,0.00482066,0.0238849,0.0041651,0.00711771,0.00782522,0.00856677,0.0129473,0.00109986,0.00845999,0.0038838,0.0100642,0.00755338,0.0185733,0.0411924,0.0134273,0.00845627,0.0198575,0.0162889,0.0109038,0.0181079,0.00957755,0.00480397,0.00693178
97,HM051,0.0193042,0.00267305,0.00385062,0.00207152,0.0100259,0.0127479,0.00784689,0.0320264,0.0023786,0.0123773,0.0055268,0.00216595,0.000420335,0.0011575,0.00768403,0.00199992,0.00124281,0.0170262,0.00681744,0.00306346,0.00283566,0.0022,0.0245567,0.01108,0.00196426,0.00365413,0,0.0179648,0.00384746,0.00450538,0.0136272,0.00488772,0.00788212,0.0546993,0.0223493,0.00319218,0.00101936,0.00975494,0.00312838,0.0237846,0.0144705,0.00824211,0.011677,0.0054844,0.00271837,0.0226044,0.00241803,0.00768187,0.00604915,0.00380718,0.0098418,0.00519983,0.0210617,0.129178,0.0036076,0.00128095,0.0121377,0.0113697,0.00567867,0.0138055,0.00509719,0.00234034,0.0390817,0.0114614,0.0169446,0.00214787,0.0106829,0.00945011,0.011193,0.00476677,0.0366021,0.0058926,0.00124405,0.000584337,0.00302234,0.0397241,0.0010937,0.00738858,0.0190382,0.00517038,0.00364189,0.00845926,0.0305664,0.00542772,0.0205471,0.00330659,0.0159784,0.0114915
98,HM055,0.0129139,0.00623509,0.00374304,0.000701455,0.00917945,0.0045916,0.00335704,0.0159374,0.00900551,0.00361938,0.0209935,0.0104873,0.00109861,0.019259,0.019262,0.0118082,0.0118467,0.00630024,0.00591538,0.00343567,0.00528275,0.00262746,0.00709335,0.0102691,0.00229712,0.00333944,0.000116716,0.000187518,0.00639404,0.0111381,0.00645468,0.0186769,0.0112605,0.0326588,0.00514121,0.00477665,0.00584381,0.00335834,0.00495414,0.0205945,0.0121406,0.00762817,0.0103548,0.0138579,0.00468006,0.0216447,0.000707513,0.00848279,0.0130991,0.00981309,0.0166833,0.00694754,0.0146166,0.0158061,0.0194051,0.0016767,0.00442601,0.0259056,0.0106356,0.0282292,0.0174063,0.0242326,0.0781494,0.0172784,0.00433027,0.00508288,0.0113822,0.00414916,0.00919523,0.0085518,0.0164588,0.00815434,0.00238539,0.00301369,0.00295598,0.00791018,0.0414142,0.00789074,0.0344221,0.00730291,0.00419167,0.029426,0.0165594,0.00463169,0.00976051,0.010248,0.0174506,0.00716969
99,HM156,0.00920752,0.00315879,0.0251605,0,0.00774779,0.00916595,0.0175258,0.0412995,0.00277759,0.00525398,0.00704216,0.00950869,0,0.00804132,0.00874773,0.0172651,0.00880636,0.000374183,0.0537035,0.00824653,0.00603742,0.0035227,0.00549357,0.0178176,0.00261165,0.00557659,0,0,0.00682365,0.00858779,0.00910345,0.00756132,0.00727471,0.00281789,0.0571528,0.00605094,0.00193873,0.0205686,0.00771074,0.0257075,0.00884914,0.00501504,0.00672389,0.00744904,0.00554936,0.0230312,0.000150358,0.0046477,0.00996171,0.0118452,0.0263508,0.00643417,0.0205643,0.00286218,0.011764,0,0.00848498,0.0130212,0.00563293,0.0128269,0.00817775,0.00814716,0.0047902,0.0192895,0.0120826,0.00888132,0.021358,0.0140602,0.00703261,0.00232617,0.0102502,0.00855405,0,0,0.0223082,0.0195905,0.0114236,0.00961946,0.00862331,0.0102508,0.0106902,0.0424256,0.014857,0.00983551,0.0272912,0.00907198,0.0302022,0.012306
100,HM077,0.00694427,0.00278788,0.0074475,0.00281317,0.00958297,0.00252203,0.00275194,0.013168,0.00252271,0.00306384,0.0122515,0.0102153,0.00555333,0.00416495,0.00299841,0.0119092,0.00318241,0.00566215,0.00709765,0.0038055,0.010062,0.00310481,0.00283518,0.0188779,0.00524876,0.0034517,0.000146041,0.0018249,0.00510372,0.00969625,0.00300247,0.00496802,0.0103035,0.00494758,0.056281,0.00426672,0.00148528,0.00276651,0.00443074,0.0240993,0.00688147,0.00777265,0.00568534,0.00371127,0.0032865,0.0400458,0.00855864,0.00624229,0.0079934,0.0121321,0.010672,0.00445801,0.0127965,0.279976,0.013536,0.0085514,0.00346928,0.0053433,0.00732778,0.00690295,0.0117761,0.0095147,0.0201122,0.00249029,0.00277789,0.0082678,0.00357019,0.0214653,0.00542302,0.0244917,0.00841528,0.00361572,0.0067404,0.00434159,0.0104462,0.00672145,0.00403149,0.0097069,0.011654,0.00408802,0.00930203,0.0130138,0.0075132,0.00464242,0.0194756,0.00647077,0.00471323,0.00252938
101,HM019,0.0295466,0.00183851,0.0143619,0.0017109,0.00814943,0.00662114,0.0048072,0.0237978,0.00173014,0.00610906,0.00832883,0.00315344,0.00533418,0.00488582,0.00372435,0.00238049,0.00349642,0.00715219,0.00965422,0.00252384,0.00348547,0.0091785,0.00271186,0.0166015,0.0032451,0.00622497,0.000128033,0.00220781,0.0187824,0.0329411,0.00704136,0.0213823,0.0051036,0.031586,0.0693432,0.00555602,0.00159036,0.00396887,0.00745485,0.00497377,0.00757191,0.00901582,0.0102246,0.00217975,0.00376893,0.00737561,0.00212465,0.0041029,0.0055717,0.00366987,0.00507423,0.00570748,0.0228754,0.125638,0.00272901,0.00237352,0.00696399,0.0262571,0.00564538,0.0378082,0.00675951,0.020838,0.00852708,0.00318233,0.00669351,0.00208991,0.044028,0.00861209,0.00720082,0.0133143,0.00824856,0.00763351,0.00186838,0.00868613,0.0171881,0.0209848,0.00659142,0.00582431,0.0052171,0.00942441,0.00618517,0.0140047,0.0226437,0.0117702,0.00585581,0.0221779,0.00228125,0.0026769
102,HM139,0.0135322,0.0012291,0.00301545,0.000294529,0.00386194,0.00629714,0.000414773,0.0024236,0.00123692,0.00243758,0.00103553,0.000461669,0,0.00573479,0.000255516,0.000401924,0.00194246,0.000508478,0.0120036,0.000294794,0.000790783,0.00157233,0.000740445,0.00213677,0.00188296,0.00288679,0.0171898,0,0.00275994,0.000709409,0.00781584,0.00196205,0.00279149,0.00351261,0.476195,0.00160786,0.000523809,0.00219297,0.00252023,0.00129403,0.00307153,0.00196435,0.010902,0.000355377,0.00227401,0.00648275,0.0109343,0.000293957,0.0013303,0.00104231,0.00183135,0.00521293,0.00588328,0.236368,0.00165981,0.000135825,0.00453407,0.00415828,0.00415313,0.00267319,0.00687768,0.00625157,0.0207379,0,0.00602623,0.000511377,0.00213884,0.000741028,0.00351192,0.00424577,0.00379705,0.000501759,0.000314367,0.000177282,0.00195366,0.0087234,0.00250967,0.00313461,0.0027677,0.000539824,0.00448943,0.00121329,0.0108524,0.00264734,0.00675032,0.00381004,0.000381259,0.0006656
103,HM063,0.00676178,0.00649675,0.00426785,0.000286054,0.00579266,0.00792298,0.00377033,0.00782826,0.00111431,0.00309195,0.00767121,0.00524125,0.000333332,0.00881557,0.00530085,0.0021535,0.00361172,0.0247789,0.00393612,0.00199564,0.00443491,0.00162696,0.00159105,0.00470043,0.00199104,0.00349831,0.000112879,0,0.00336151,0.00278992,0.00892557,0.00355079,0.00489056,0.0116119,0.119844,0.00280656,0.00104024,0.00649965,0.00309151,0.00404062,0.00798492,0.00265568,0.00671105,0.00488827,0.00335571,0.0430446,0.000859087,0.00378134,0.00409516,0.0046577,0.00532675,0.00435822,0.0149782,0.337378,0.00768066,0.000149514,0.00902695,0.0238074,0.0145512,0.0108786,0.0117277,0.014227,0.00850027,0.00232783,0.0096264,0.00147474,0.00545162,0.00148644,0.00645423,0.00232801,0.0162728,0.00172722,0.000147641,0.00110444,0.00407079,0.0059641,0.00545837,0.00462065,0.00891875,0.00158013,0.00653921,0.0105293,0.00406862,0.00455641,0.0237122,0.0212163,0.00206079,0.002099
104,HM092,0.00792946,0.00552783,0.00587448,0.000966986,0.00497017,0.0116992,0.00193837,0.0103033,0.00205063,0.0090603,0.00442472,0.00406812,0.00232663,0.00193027,0.00336435,0.00137805,0.0014193,0.00597784,0.029979,0.00149334,0.00305163,0.00227702,0.00237363,0.0883616,0.00336267,0.0042534,0.000119353,0.000199166,0.00295838,0.0139541,0.013872,0.00388059,0.00637059,0.000410344,0.0406715,0.00375301,0.00202636,0.0210429,0.00752184,0.00495504,0.0122242,0.003003,0.00564434,0.00440352,0.003755,0.0290396,0.00390883,0.0027305,0.00737715,0.00385032,0.00892833,0.00324086,0.0126605,0.198111,0.0124368,0.000628343,0.0145961,0.0055912,0.0317623,0.0104896,0.0128275,0.0417558,0.0137756,0.00426153,0.0139954,0.00150831,0.024993,0.00183358,0.00508166,0.00713118,0.00681684,0.00945801,0.000741149,0.00916781,0.00308815,0.0139458,0.00180683,0.0098719,0.0108176,0.0132377,0.0173792,0.0202025,0.00406603,0.0056704,0.00918103,0.0157348,0.00234811,0.00282401
105,HM298,0.0211216,0.00320856,0.0131791,0.00306769,0.00287572,0.00473883,0.00586299,0.00993059,0.00124853,0.0056563,0.00174301,0.00225011,0.00354258,0.002516,0.00147102,0.00125214,0.00190259,0.01988,0.020922,0.00192619,0.00501522,0.00217687,0.00120163,0.0108108,0.00226678,0.00342329,0.00936344,0.0138204,0.00293286,0.00969245,0.00692672,0.0125456,0.00364522,0.0069306,0.0489071,0.00237867,0.00349473,0.017802,0.0041405,0.00742018,0.00524252,0.00530766,0.0031151,0.00217551,0.00307474,0.0237797,0.0114491,0.00319275,0.00485169,0.007437,0.00845067,0.00391043,0.0061955,0.358603,0.00226723,0.00121568,0.00512981,0.0061083,0.00562207,0.00531935,0.00887777,0.0249605,0.00445809,0.00616055,0.00705699,0.00134176,0.00470621,0.00496091,0.00299905,0.0214925,0.00629785,0.00223903,0.00128329,0.00786532,0.00265444,0.00732439,0.00286576,0.00711285,0.00448465,0.00262223,0.00423346,0.0106582,0.0132905,0.00755303,0.0467044,0.00720876,0.00127759,0.00167186
106,HM297,0.0205374,0.00222284,0.0133793,0,0.00813568,0.000136039,0.00174518,0.00333987,0.0152298,0.00422208,0.00320492,0.00163247,0,0.00486273,0.0073021,0.00144304,0.00331281,0.0214778,0.0205002,0.00171193,0.00240946,0.00222019,0.00228675,0.00717311,0.00203213,0.00367421,0.0002207,0,0.00327317,0.0721851,0.000276366,0.00478596,0.0395687,0.0101951,0.00263171,0.00404392,0.00109038,0.0030061,0.00536513,0.0477456,0.00905053,0.00385882,0.00788169,0.00672636,0.00358983,0.0352513,0.000111385,0.00143434,0.0603247,0.00375662,0.0102546,0.00226762,0.00845878,0.000337992,0.00507735,0,0.000195602,0.0029863,0.00608662,0.0130352,0.00363479,0.0157687,0.181399,0.000515457,0.000145571,0.00133602,0.0108587,0.0250513,0.00746709,0.00164753,0.0190445,0.00227298,0,0.00016913,0.00328926,0.00479622,0.00717722,0.0127924,0.0788741,0.00218381,0.00300313,0.0676626,0.00670546,0.00285849,0.00176316,0.00460974,0.00449832,0.00120975
107,HM040,0.00518385,0.00251941,0.00405133,0.00177718,0.013758,0.00442314,0.0167933,0.0042512,0.00198145,0.00430697,0.00891108,0.00653024,0.00322152,0.0135688,0.00242565,0.00280909,0.00660866,0.0128526,0.0150104,0.0051345,0.00890667,0.00275432,0.00249949,0.00793669,0.00237765,0.00430244,0,0.00027074,0.0037644,0.0295808,0.00448712,0.00740827,0.00640779,0.00150356,0.0493614,0.00522564,0.0031108,0.00362229,0.00582931,0.0129999,0.00816014,0.00508374,0.00722418,0.00309647,0.00492466,0.00586059,0.0039523,0.00374473,0.0103573,0.00810205,0.0081624,0.0045554,0.013169,0.21756,0.00920904,0.00118139,0.00401065,0.0471216,0.011731,0.0116348,0.0163521,0.00481556,0.0249811,0.00835165,0.00454026,0.00620995,0.0054887,0.02099,0.00752402,0.00233331,0.0150714,0.00604969,0.00112016,0.0196196,0.00360223,0.0156989,0.0155411,0.00719305,0.00726135,0.0059901,0.0127391,0.0342965,0.00473299,0.0189247,0.013345,0.0248757,0.00281103,0.00223142
108,HM034,0.0151763,0.0102685,0.0107759,0.00158942,0.00533475,0.0138505,0.00344554,0.0354453,0.00201734,0.0050347,0.0056613,0.00518913,0.00134779,0.0032187,0.0181012,0.0033399,0.00241276,0.00389306,0.0154175,0.00238884,0.00567432,0.00252845,0.00264303,0.0223456,0.00224837,0.00440914,0.0021322,0.00606711,0.00349856,0.00969051,0.0155306,0.005664,0.00495152,0.00275969,0.0100949,0.00372556,0.00134802,0.00880242,0.0080867,0.005778,0.0150997,0.00608073,0.00594902,0.00548387,0.00343591,0.0146308,0.0073243,0.0037066,0.00542424,0.00671292,0.0073252,0.00342782,0.0144431,0.208056,0.00538257,0.000868237,0.0134235,0.0244904,0.00996358,0.0142285,0.012395,0.0237279,0.0120286,0.011434,0.015192,0.00221963,0.049149,0.00403243,0.00610327,0.00183961,0.0116111,0.0093025,0.000869245,0.00469521,0.0030077,0.0118501,0.00297369,0.005885,0.0045283,0.0117083,0.00468813,0.0120153,0.00767479,0.006336,0.028536,0.0603045,0.00581242,0.00273622
109,HM114,0.0101223,0.00773811,0.00561874,0.00137781,0.00968699,0.0110404,0.00774261,0.00968804,0.00220771,0.00442524,0.00356167,0.00724089,0.000329789,0.00188993,0.0121717,0.00859033,0.00420709,0.00114428,0.034788,0.00332306,0.00646639,0.00348362,0.00388418,0.0181989,0.00285058,0.00464912,0.000104275,0.0050414,0.00468843,0.0081382,0.00942069,0.00867875,0.0163975,0.0131924,0.0275066,0.00683025,0.0017082,0.00444717,0.00550023,0.0116459,0.0104061,0.00537235,0.00789244,0.00830948,0.00317823,0.0836282,0.0102163,0.00657108,0.00576368,0.00641074,0.0150547,0.0050085,0.0173539,0.00383244,0.0170053,0.00523695,0.00866938,0.00599447,0.00744605,0.0264345,0.0138198,0.00296383,0.014326,0.010116,0.014183,0.00557227,0.00766246,0.0123773,0.00821284,0.0104488,0.0100963,0.00415132,0.00362773,0.000508292,0.0063036,0.0519879,0.00182703,0.0166234,0.0453084,0.0032442,0.0263642,0.0762894,0.00709488,0.00685261,0.0121758,0.0485947,0.00663248,0.00312324
110,HM166,0.00691411,0.00396395,0.00931329,0.00126502,0.00955546,0.01125,0.00380926,0.0325538,0.00338797,0.00800477,0.033068,0.0102225,0.00281555,0.00379635,0.00432442,0.00523939,0.0033113,0.00536674,0.013074,0.00245965,0.00460165,0.0148467,0.00347876,0.0161033,0.00288188,0.0107394,0,0.000349066,0.0126378,0.00199215,0.012164,0.0123422,0.0080368,0.000996548,0.0407371,0.00884024,0.00187038,0.0148484,0.0100216,0.0103209,0.0177786,0.00610908,0.00700938,0.00454133,0.00370862,0.0569602,0.00422619,0.00288556,0.00697244,0.00682585,0.0156011,0.00818116,0.0160644,0.0921858,0.0131437,0.00454234,0.0092188,0.0118755,0.0187072,0.0105559,0.0145019,0.016745,0.0113205,0.00329295,0.015,0.00249778,0.0167653,0.0285302,0.00705913,0.00225321,0.0116197,0.00361452,0.00323793,0.0112274,0.0231233,0.0215965,0.00446852,0.0124011,0.0146443,0.00418497,0.0247156,0.0191276,0.00492744,0.00672456,0.00855282,0.019157,0.00467766,0.00543545
111,HM007,0.0228257,0.00378778,0.00383132,0.00103611,0.00614782,0.0303364,0.00446038,0.079349,0.00188218,0.00476852,0.00868886,0.00210253,0.0030737,0.00207876,0.00266538,0.00145061,0.00185428,0.01131,0.00963154,0.00214502,0.00540013,0.0036287,0.00482754,0.0224476,0.00352447,0.00516544,0,0.00025503,0.00448078,0.00766925,0.0251692,0.00563215,0.00369624,0.00294098,0.0127087,0.00515832,0.00566589,0.0550789,0.0034615,0.0145889,0.00629399,0.00431959,0.00505039,0.00292914,0.00287427,0.00669685,0.00415674,0.00135201,0.0209343,0.00974776,0.00340744,0.00323107,0.0331945,0.166669,0.00154264,0.000838581,0.0167001,0.00513066,0.013336,0.00787458,0.00636844,0.0160047,0.0193033,0.000363781,0.0411526,0.00121326,0.0096879,0.0112823,0.00515453,0.0509426,0.00727159,0.000811681,0.000838614,0.0172578,0.00417474,0.00305699,0.00227324,0.00568663,0.016339,0.000688406,0.00558776,0.00333164,0.0079617,0.00484317,0.0210628,0.0132336,0.00178464,0.0111175
